Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,TotalSpent_RM,Num_of_Baskets,Day,Time_Of_The_Day,temp,feelslike,dew,humidity,precip,precipprob,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,buyDrink
0,0,1,7,1,0,0,7,1,3,0,5,0,0,3,1,0,12,10,2,2,2,26,26,52,1325,3,1,0,3,76,328,72,25,59,0,13,0,3,0
1,1,1,19,0,2,0,4,1,6,0,6,0,1,2,0,1,5,7,2,3,0,84,129,53,419,0,0,1,3,148,284,48,25,87,515,14,4,1,0
1,1,0,20,0,1,0,7,0,1,1,5,0,1,2,2,2,10,2,1,3,0,73,135,70,784,0,0,1,3,61,335,50,20,88,768,21,6,1,0
2,0,0,27,2,1,0,4,0,2,1,4,0,1,2,2,0,34,11,2,2,2,76,117,53,520,0,0,1,3,57,157,51,25,89,529,14,3,1,0
1,0,0,14,0,0,1,9,0,6,1,6,0,1,1,0,1,33,9,1,3,0,93,135,48,267,0,0,1,3,55,199,51,25,88,1022,30,8,1,0
2,1,1,18,0,1,0,9,1,1,1,2,0,0,0,1,0,32,1,0,0,3,25,25,59,1525,0,0,1,3,33,88,45,25,79,0,13,0,0,0
1,0,0,20,0,4,1,6,2,5,1,8,0,1,0,2,0,15,10,1,6,3,46,59,33,624,0,0,1,3,40,35,51,25,79,0,13,0,1,0
2,0,1,13,0,0,0,0,0,8,0,1,0,1,1,0,0,35,2,2,3,2,48,70,46,791,0,0,1,3,35,155,51,25,88,438,11,3,1,0
2,0,1,31,0,0,1,8,1,10,0,5,1,1,0,1,0,15,13,0,3,1,29,33,54,1290,0,0,1,3,7,20,51,27,58,266,6,2,0,0
0,0,0,27,0,4,1,0,1,9,0,0,0,0,0,2,0,26,5,1,0,2,29,35,47,1149,0,0,1,3,16,8,48,24,65,0,13,0,1,0
0,0,2,25,1,0,1,8,1,8,0,2,0,0,1,1,0,19,7,0,2,1,87,122,43,278,0,0,1,3,57,149,51,25,88,1000,29,8,1,0
2,0,0,24,1,1,1,1,1,4,1,6,1,1,1,1,1,19,11,0,4,1,29,29,53,1226,40,0,0,3,44,338,52,33,83,0,13,0,1,0
1,0,1,5,0,2,0,6,1,6,0,9,0,1,1,2,0,41,3,1,0,1,17,17,53,1582,0,0,1,3,104,321,51,25,61,0,13,0,1,0
1,0,1,15,0,2,0,9,1,10,0,4,0,0,2,0,0,43,7,1,2,1,63,117,68,877,0,0,1,3,73,226,51,25,88,5,2,0,1,0
1,0,0,31,0,2,0,10,1,0,0,3,1,1,1,2,1,26,6,1,3,2,68,81,26,270,0,0,1,3,32,51,69,25,114,979,29,8,1,0
3,0,1,19,0,1,0,1,0,3,0,3,0,0,2,0,0,27,4,1,3,2,48,72,47,799,0,0,1,3,31,111,51,25,88,387,9,2,1,0
3,0,1,18,1,3,1,8,0,9,1,11,0,1,0,0,1,30,9,1,4,0,97,146,52,264,0,0,1,3,87,203,51,25,88,1040,32,9,1,0
0,1,1,33,0,0,0,6,0,7,1,7,0,1,2,1,0,39,6,0,1,2,33,42,49,1076,0,0,1,3,29,20,51,25,84,0,13,0,1,0
3,0,1,35,0,1,0,2,1,4,0,13,0,1,2,1,0,15,10,0,6,2,85,119,43,299,0,0,1,3,60,80,66,22,102,790,22,6,1,0
2,2,2,28,0,1,1,4,0,4,0,1,0,0,2,1,1,19,9,1,5,2,37,56,55,1144,0,0,1,3,7,4,43,23,57,0,13,0,1,0
0,0,2,24,0,1,0,7,1,10,0,5,0,0,1,1,0,3,6,1,2,3,28,28,51,1205,0,0,1,3,35,175,51,25,64,0,13,0,1,0
0,0,2,17,0,1,0,4,1,10,1,10,0,1,2,1,0,41,10,1,3,2,22,22,52,1403,0,0,1,3,28,106,51,25,69,0,13,0,1,0
2,0,1,17,0,0,1,0,1,6,0,2,1,0,2,1,0,23,13,0,5,2,26,26,52,1294,0,0,1,3,39,310,51,25,78,2,12,0,1,0
2,0,1,27,0,3,0,2,0,6,0,12,0,0,1,2,0,41,7,0,1,2,37,54,53,1111,0,0,1,3,5,9,51,24,85,413,10,2,1,0
2,1,1,19,1,1,0,4,0,8,0,10,1,0,2,0,0,31,8,2,2,0,88,142,58,437,0,0,1,3,85,248,12,25,93,299,7,2,1,0
2,0,2,39,1,2,1,10,1,5,0,8,0,1,2,2,0,7,8,0,1,2,20,20,56,1584,0,0,1,3,31,321,51,25,67,0,13,0,1,0
3,0,0,13,0,1,0,1,0,2,0,0,0,0,0,0,0,12,3,1,0,0,71,107,49,543,0,0,1,3,65,318,51,25,89,639,17,5,1,0
2,0,2,21,1,3,0,2,1,10,1,9,0,0,2,2,1,30,4,0,4,1,38,57,53,1058,72,0,0,3,50,312,41,25,45,0,13,0,2,0
1,1,0,18,0,2,0,2,1,0,0,11,1,1,3,2,0,25,6,2,4,2,15,15,52,1611,0,0,1,3,5,8,47,25,51,0,13,0,1,0
1,1,1,33,0,1,1,8,2,1,0,2,0,0,1,2,0,5,5,1,1,1,47,61,34,628,0,0,1,3,55,256,51,25,88,58,8,0,1,0
2,0,1,18,1,3,0,7,0,4,0,5,0,0,1,1,0,36,8,1,1,1,15,15,52,1599,70,1,0,3,31,327,55,21,50,0,13,0,3,0
2,0,0,36,0,1,1,2,0,2,1,12,0,0,0,2,0,39,5,0,5,2,35,50,53,1131,0,0,1,3,17,299,70,25,79,0,13,0,1,0
0,1,2,34,0,1,1,8,0,9,1,0,0,1,0,1,0,9,5,0,5,0,87,132,53,378,0,0,1,3,116,157,51,28,17,955,28,8,0,0
3,1,0,17,1,1,1,3,1,2,0,1,1,1,2,1,0,25,6,0,2,2,38,55,52,1027,0,0,1,3,64,142,51,25,43,0,13,0,1,0
1,1,0,8,1,1,0,3,1,8,0,4,0,0,1,1,1,30,5,0,2,1,88,120,39,225,0,0,1,3,80,319,76,22,103,1000,30,8,1,0
0,0,2,34,0,1,0,8,0,9,0,1,0,0,2,0,1,20,3,1,0,0,67,106,54,642,0,0,1,3,84,65,19,31,65,267,6,2,0,0
0,0,1,6,0,1,0,4,1,6,0,8,0,0,2,2,1,7,12,0,4,0,104,155,51,187,0,0,1,3,59,148,41,25,108,957,28,8,1,0
2,1,1,25,0,1,0,8,0,10,1,14,1,1,0,2,0,33,12,0,3,2,27,27,57,1412,0,0,1,3,22,131,51,25,65,0,13,0,1,0
1,0,1,27,0,2,0,7,0,5,0,6,1,0,1,0,0,31,10,1,4,2,18,18,52,1508,0,0,1,3,21,4,51,25,69,0,13,0,1,0
3,0,2,27,1,1,0,0,0,10,1,1,0,1,0,2,0,9,5,1,6,2,67,115,63,774,0,0,1,3,53,63,51,25,88,608,16,5,1,0
0,0,1,7,1,1,0,7,0,10,0,9,0,0,1,0,0,11,5,1,1,0,39,60,54,1036,0,0,1,3,157,183,47,25,65,485,12,3,1,0
3,0,1,30,0,2,0,4,0,9,0,1,0,1,2,0,0,31,6,2,2,1,59,99,59,818,0,0,1,3,80,125,29,11,39,348,9,2,1,0
2,0,1,19,1,3,0,1,0,2,0,9,0,0,0,0,1,6,8,2,0,2,20,23,55,1575,0,0,1,3,20,19,51,25,46,0,13,0,1,0
2,0,1,23,1,3,0,1,0,2,0,10,0,0,0,0,1,7,9,2,0,2,17,17,53,1582,0,0,1,3,21,17,51,25,51,0,13,0,1,0
2,0,1,15,0,0,0,3,1,7,0,6,0,1,1,1,0,43,7,1,1,0,96,145,53,312,16,0,0,3,54,179,28,25,120,613,17,5,2,0
2,1,1,28,1,1,1,5,0,7,1,7,0,0,2,0,0,12,2,0,2,2,27,27,63,1586,0,0,1,3,35,152,51,25,78,41,9,0,1,0
3,0,2,12,1,0,1,9,1,1,1,9,0,0,1,0,1,43,2,0,2,1,56,87,52,761,0,0,1,3,101,294,51,25,87,64,1,0,1,0
2,0,1,23,0,1,0,3,0,6,1,10,0,1,1,0,1,32,6,0,2,0,104,125,24,58,0,0,1,3,86,91,61,22,111,1037,32,9,1,0
0,0,0,23,1,2,1,9,0,10,0,8,0,0,1,0,1,25,2,1,2,0,95,110,23,86,0,0,1,3,87,35,51,23,97,815,22,6,1,0
0,0,0,11,0,0,0,1,1,4,0,11,0,0,3,1,0,26,4,0,1,0,84,125,49,367,0,0,1,3,54,253,61,25,88,1013,31,9,1,0
2,0,1,19,0,1,0,2,2,3,0,0,0,0,2,1,0,42,4,0,1,1,43,67,55,999,0,0,1,3,24,28,57,25,84,3,4,0,1,0
2,0,3,21,1,4,0,0,1,7,0,6,0,1,1,1,0,24,9,2,0,1,33,46,50,1098,0,0,1,3,82,295,51,25,80,419,10,3,1,0
0,1,0,31,0,2,0,8,1,3,0,10,1,0,1,1,1,15,5,0,4,2,11,11,50,1639,0,0,1,3,2,5,44,25,45,0,13,0,1,0
2,0,1,22,0,1,0,0,0,5,0,5,0,0,1,0,0,39,7,1,3,1,52,80,50,792,0,0,1,3,60,113,51,25,83,351,9,2,1,0
1,0,0,21,0,0,1,4,1,7,0,14,1,1,1,0,0,41,5,1,0,2,21,21,51,1416,0,0,1,3,13,330,49,23,66,0,13,0,1,0
0,0,1,22,0,3,0,10,2,9,1,5,0,0,0,2,0,7,6,0,0,1,36,52,52,1076,0,0,1,3,35,11,51,25,87,0,13,0,1,0
0,1,0,35,0,2,1,2,1,3,0,9,1,1,2,1,0,38,3,1,0,2,15,15,52,1613,0,0,1,3,18,7,55,25,50,0,13,0,1,0
2,0,0,12,0,3,1,9,0,9,1,10,1,1,0,0,1,28,10,2,3,0,97,146,53,269,0,0,1,3,79,212,51,25,88,1029,31,8,1,0
1,0,1,15,1,1,0,0,0,6,0,5,0,1,1,0,0,43,8,1,5,3,20,20,49,1394,0,0,1,3,28,93,51,30,67,0,13,0,0,0
0,0,1,6,0,1,0,2,3,5,1,4,0,1,0,0,1,40,8,0,5,1,67,115,63,762,0,0,1,3,59,178,51,31,60,796,22,6,0,0
0,0,1,7,0,3,1,2,0,2,0,7,0,0,0,0,1,14,9,1,5,2,29,33,51,1194,0,0,1,3,14,27,55,25,52,0,13,0,1,0
3,0,1,25,1,1,0,0,0,9,1,0,0,0,0,2,0,5,3,0,6,2,65,111,61,773,0,0,1,3,51,66,51,25,88,600,15,4,1,0
3,0,1,27,0,2,0,2,0,7,0,1,0,1,2,0,0,33,6,2,2,1,57,93,57,816,0,0,1,3,64,117,37,16,56,349,9,2,1,0
0,0,0,38,0,2,1,10,2,5,0,9,1,0,1,1,1,13,4,0,4,2,9,9,50,1654,0,0,1,3,3,3,44,25,42,3,12,0,1,0
1,0,2,26,0,3,1,8,0,5,1,3,0,1,1,0,0,5,1,1,2,0,86,115,38,245,0,0,1,3,62,343,51,25,88,684,18,5,1,0
2,0,1,21,1,1,0,7,0,6,1,7,0,0,2,0,0,6,0,0,3,3,22,22,59,1607,0,0,1,3,27,128,47,27,75,0,13,0,0,0
1,1,0,25,1,1,1,10,1,4,1,7,0,1,0,1,0,15,6,1,2,2,13,13,49,1580,0,0,1,3,40,313,51,25,79,0,13,0,1,0
2,0,0,19,0,1,0,1,2,3,0,0,0,1,2,0,0,37,2,0,0,1,45,72,56,980,0,0,1,3,37,30,51,25,88,4,2,0,1,0
1,0,0,9,0,1,0,4,3,8,1,2,0,1,0,0,0,42,6,0,5,0,67,115,63,762,0,0,1,3,65,175,51,37,37,769,21,6,0,0
0,0,0,21,0,2,0,4,1,3,1,11,0,0,2,2,0,10,4,1,2,1,30,34,46,1075,0,0,1,3,24,27,51,25,81,0,13,0,1,0
0,0,1,18,0,1,0,8,1,1,1,1,0,1,3,3,0,41,10,1,5,1,48,58,27,539,0,0,1,3,27,173,51,25,82,638,16,4,1,0
0,0,1,39,1,0,0,3,1,2,1,8,0,0,1,1,0,39,7,0,3,2,28,28,44,1068,0,0,1,3,19,34,48,25,79,0,13,0,1,0
1,1,0,6,0,1,0,6,0,2,0,8,1,0,2,2,0,36,11,2,4,2,37,58,62,1284,0,0,1,3,2,13,51,25,43,0,13,0,1,0
0,0,1,24,0,2,0,9,1,10,1,5,0,1,1,2,0,21,6,0,0,1,37,54,53,1077,0,0,1,3,37,10,51,25,88,0,13,0,1,0
1,0,2,26,0,1,0,3,0,4,1,14,0,1,0,1,1,39,6,1,1,1,46,71,55,961,10,0,0,3,73,359,42,26,88,0,13,0,2,0
2,0,1,18,0,1,1,9,1,7,0,10,0,1,2,1,0,21,10,0,0,2,10,10,44,1574,0,0,1,3,33,313,39,25,46,0,13,0,1,0
3,0,2,27,0,0,1,5,1,9,0,11,0,1,1,0,0,32,12,0,0,2,13,13,48,1577,0,0,1,3,27,336,44,25,47,0,13,0,1,0
2,0,2,30,0,1,0,8,1,0,0,2,0,0,2,0,0,13,8,1,1,0,94,140,51,298,0,0,1,3,115,225,51,25,78,719,19,5,1,0
2,0,2,41,0,0,1,6,2,9,1,14,1,0,3,1,0,8,7,0,3,1,28,28,43,1041,2,0,0,3,77,332,50,25,60,0,13,0,1,0
3,1,1,5,0,1,0,10,2,8,1,1,0,0,2,2,0,41,10,1,4,0,87,135,55,426,0,0,1,3,76,204,49,25,88,960,28,8,1,0
1,1,1,25,0,1,1,7,1,5,1,2,0,1,1,0,0,27,10,0,4,1,78,112,45,382,0,0,1,3,110,308,51,25,83,163,3,1,1,0
2,0,0,20,1,0,0,0,2,7,0,6,0,0,2,2,0,28,10,0,0,1,38,51,46,945,0,0,1,3,70,313,58,25,51,0,13,0,1,0
2,0,0,5,0,3,0,2,1,3,1,9,1,0,2,2,1,17,4,1,3,2,24,24,59,1545,0,0,1,3,12,4,51,25,49,16,9,0,1,0
2,0,0,14,0,0,0,8,1,8,1,4,0,0,0,1,1,8,5,2,2,2,27,27,42,1067,0,0,1,3,9,33,51,25,45,64,1,0,1,0
3,0,0,6,0,3,1,7,1,5,0,12,1,0,1,0,1,25,9,0,2,0,24,24,57,1482,0,0,1,3,106,318,51,42,7,455,12,3,0,0
2,1,1,31,0,1,0,1,0,8,0,4,0,0,1,1,0,7,1,0,5,2,56,96,62,913,0,0,1,3,31,225,47,25,87,575,15,4,1,0
1,0,1,37,0,1,0,1,1,3,0,13,0,1,0,0,0,15,12,1,4,1,24,24,60,1585,0,0,1,3,39,45,51,20,72,0,13,0,1,0
1,0,0,25,0,2,1,9,1,3,0,13,0,0,0,2,0,17,10,2,0,3,48,74,53,879,0,0,1,3,62,18,51,25,80,0,13,0,1,0
1,1,1,33,0,2,1,4,0,9,1,8,0,0,1,1,1,29,5,1,5,2,36,52,52,1106,0,0,1,3,14,314,62,25,80,0,13,0,1,0
1,0,1,23,0,0,0,8,1,2,0,10,0,1,1,1,1,32,11,1,5,2,60,87,44,612,0,0,1,3,65,325,53,11,95,849,24,7,1,0
1,1,1,15,1,0,0,4,0,4,0,9,0,1,1,1,0,30,5,0,5,2,34,37,22,618,0,0,1,3,31,6,51,25,79,26,9,0,1,0
2,0,1,13,1,0,0,3,0,7,1,1,1,0,1,2,0,28,11,0,2,0,29,44,56,1332,0,0,1,3,42,125,55,36,42,366,9,3,0,0
2,0,0,24,0,0,0,0,1,3,0,4,0,0,1,0,0,32,4,1,1,2,66,103,53,656,0,0,1,3,19,4,51,25,88,711,19,5,1,0
1,0,1,13,0,1,0,2,0,2,0,6,1,0,1,0,0,32,0,1,1,2,9,9,43,1549,0,0,1,3,21,310,51,21,79,0,13,0,1,0
2,0,1,40,1,1,0,2,1,6,1,1,0,1,1,0,0,46,1,0,0,1,37,54,53,1074,0,0,1,3,45,172,51,25,79,7,13,0,4,0
0,0,1,9,0,3,0,3,1,10,0,12,0,1,0,1,0,31,6,1,0,2,9,9,43,1536,0,0,1,3,2,360,51,25,45,0,13,0,1,0
1,1,0,8,0,0,0,5,0,1,0,4,1,0,0,0,0,42,4,0,3,2,28,28,51,1243,0,0,1,3,30,348,51,25,79,0,13,0,1,0
3,0,1,20,0,1,0,3,0,6,0,3,0,1,3,1,0,34,7,1,2,1,32,40,41,955,0,0,1,3,10,11,59,25,69,1,9,0,1,0
1,0,0,13,0,1,0,0,1,6,0,13,0,0,2,1,0,32,0,0,0,0,87,131,52,367,0,0,1,3,56,281,52,25,89,1009,30,8,1,0
0,0,0,31,0,1,0,2,0,6,0,10,0,1,1,2,0,38,7,2,0,2,14,14,53,1629,0,0,1,3,14,11,55,25,52,0,13,0,1,0
0,1,1,22,0,1,0,9,1,4,1,13,1,1,0,0,0,15,9,1,3,2,27,27,53,1320,0,0,1,3,54,217,51,25,87,0,13,0,1,0
3,0,0,10,0,2,0,6,1,6,0,2,0,0,0,1,0,21,7,0,0,0,58,98,60,828,0,0,1,3,69,309,22,25,102,149,2,0,1,0
1,1,2,17,0,3,1,8,0,9,0,11,0,0,1,2,1,20,5,0,3,1,14,19,32,1117,0,0,1,3,48,26,51,25,68,364,9,2,1,0
0,0,1,18,1,3,1,8,1,7,0,11,0,0,2,0,0,42,0,2,5,1,88,148,62,479,0,0,1,3,80,264,7,22,103,341,8,2,1,0
0,1,1,5,0,3,0,6,1,11,0,9,0,0,0,2,0,15,6,0,2,1,76,107,44,411,0,0,1,3,107,250,51,25,88,136,2,1,1,0
3,0,1,26,0,0,1,8,0,3,0,7,0,0,0,0,1,38,8,1,5,0,84,113,38,244,0,0,1,3,51,143,51,25,88,1053,32,9,1,0
2,1,0,24,0,1,0,1,2,2,1,3,0,1,2,3,0,6,5,0,2,0,63,116,69,913,0,0,1,3,58,224,49,8,31,569,15,4,1,0
0,0,0,2,0,1,0,5,1,7,0,2,1,0,2,0,0,39,4,0,3,2,23,23,59,1584,0,0,1,3,27,283,51,25,50,0,13,0,1,0
1,0,1,25,0,2,0,5,1,6,1,13,1,0,2,0,0,16,0,1,3,0,69,114,58,684,8,0,0,3,123,266,21,26,94,401,10,3,1,0
2,0,0,13,0,3,1,6,1,2,0,9,0,0,0,0,0,32,10,1,4,2,31,40,50,1168,0,0,1,3,21,44,57,25,69,0,13,0,1,0
0,0,1,25,0,1,0,8,0,10,1,5,0,1,2,1,0,31,6,0,0,2,37,54,53,1077,0,0,1,3,37,10,51,25,88,0,13,0,1,0
1,1,0,18,0,3,0,2,2,8,0,4,1,1,3,1,0,35,5,2,3,2,38,58,56,1138,0,0,1,3,7,10,49,23,73,0,13,0,1,0
1,0,0,29,0,2,0,8,1,7,0,6,1,0,1,0,0,33,11,0,3,2,18,18,52,1509,0,0,1,3,26,12,50,26,79,0,13,0,0,0
1,1,0,16,0,1,1,9,1,3,0,9,0,1,1,1,0,21,5,1,0,2,16,16,52,1581,0,0,1,3,52,305,50,25,73,0,13,0,1,0
1,0,1,36,0,1,0,0,1,1,1,14,0,0,0,0,0,12,11,1,4,1,25,25,61,1585,0,0,1,3,47,55,51,19,71,0,13,0,1,0
2,0,1,20,1,0,0,5,0,5,0,13,0,0,2,0,0,25,6,1,2,0,86,136,56,440,0,0,1,3,76,294,10,25,95,284,7,2,1,0
0,0,1,25,0,1,0,2,0,7,0,10,0,0,0,1,0,44,10,1,5,0,50,74,46,737,0,0,1,3,127,141,48,23,66,352,9,2,1,0
1,0,0,31,0,2,0,3,1,8,0,3,0,1,2,1,0,38,1,1,3,1,51,83,55,862,0,0,1,3,119,220,51,25,87,132,2,0,1,0
0,1,2,14,0,2,0,3,0,6,0,9,0,0,0,2,1,42,4,1,2,2,16,16,40,1257,0,0,1,3,21,349,56,25,71,0,13,0,1,0
0,0,2,17,1,3,0,4,1,3,0,11,0,0,3,2,0,11,6,1,0,1,38,62,63,1269,0,0,1,3,52,182,51,25,60,7,0,0,1,0
0,1,0,22,0,1,0,8,0,4,1,7,1,1,0,0,0,22,9,1,3,2,27,27,53,1320,0,0,1,3,54,217,51,25,87,0,13,0,1,0
0,0,0,31,0,1,0,2,0,5,0,10,0,1,2,2,0,40,6,2,0,2,14,14,53,1622,0,0,1,3,16,10,56,25,52,0,13,0,1,0
0,0,2,28,0,0,0,3,1,9,0,11,0,0,2,0,0,33,11,1,2,2,47,70,50,866,0,0,1,3,40,28,51,25,79,0,13,0,1,0
1,0,0,31,0,3,0,6,0,3,1,4,0,0,2,2,0,29,8,1,0,2,38,56,51,1011,0,0,1,3,72,164,86,25,90,939,27,7,1,0
2,0,1,18,0,0,1,10,1,9,1,8,1,0,3,0,0,33,8,0,3,0,95,107,19,62,0,0,1,3,73,320,51,25,88,1018,31,9,1,0
1,1,1,32,0,2,0,4,0,5,0,4,0,0,2,2,0,29,6,1,3,2,29,39,56,1331,0,0,1,3,70,213,51,25,67,540,14,3,1,0
0,0,1,22,0,2,1,6,1,4,0,9,0,0,1,1,0,40,4,0,1,2,34,51,59,1314,0,0,1,3,59,200,51,25,68,505,13,3,1,0
2,1,2,33,0,0,0,3,0,10,0,7,1,1,1,2,1,18,2,0,3,2,21,21,47,1302,0,0,1,3,27,29,51,20,56,0,13,0,1,0
1,2,0,34,0,1,0,7,2,0,0,1,0,0,1,2,0,1,4,0,0,1,47,61,34,644,0,0,1,3,55,195,51,25,85,5,12,0,1,0
2,0,1,19,0,2,0,6,0,2,0,11,0,0,0,2,0,33,3,0,1,0,87,116,37,227,0,0,1,3,59,317,51,25,107,823,23,6,1,0
2,0,0,24,0,4,1,7,0,0,0,12,0,1,1,0,1,26,12,1,2,2,72,110,50,540,0,0,1,3,76,92,51,43,20,655,17,4,0,0
2,0,1,36,0,0,0,9,1,10,0,6,0,0,0,1,0,17,11,1,3,1,26,26,53,1314,0,0,1,3,14,12,46,25,59,238,5,1,1,0
2,0,2,8,0,0,0,3,1,5,0,6,0,0,2,1,0,30,8,0,2,1,51,85,57,888,0,0,1,3,115,277,51,25,86,136,2,0,1,0
0,0,1,27,1,3,0,10,1,8,0,4,0,0,3,1,0,11,4,0,2,0,94,144,54,333,0,0,1,3,111,287,49,24,88,378,9,2,1,0
2,1,1,36,1,1,0,1,1,12,0,12,1,0,0,0,0,0,6,1,1,2,27,27,50,1207,0,0,1,3,82,113,51,25,79,0,13,0,1,0
3,0,1,10,0,0,0,9,0,1,0,9,0,0,0,0,0,44,2,0,2,1,57,89,53,757,0,0,1,3,105,294,51,25,87,68,1,0,1,0
2,0,1,8,0,2,0,4,1,1,0,9,1,0,0,1,0,29,7,0,3,0,77,105,38,324,0,0,1,3,39,293,70,25,99,818,23,6,1,0
1,1,0,14,0,3,0,5,1,9,0,12,0,0,0,2,0,33,6,0,5,0,77,98,33,266,0,0,1,3,95,254,41,23,109,431,11,3,1,0
2,0,0,20,1,3,0,6,2,5,1,6,0,1,0,0,1,15,4,1,0,1,95,127,38,172,0,0,1,3,71,121,51,22,116,707,19,5,1,0
3,1,2,37,1,0,0,1,1,11,0,12,0,0,1,0,0,0,6,1,0,2,28,30,51,1213,0,0,1,3,82,127,51,25,79,0,11,0,1,0
1,1,1,24,1,2,0,7,1,7,1,4,0,0,3,0,0,5,6,1,2,0,89,137,54,374,0,0,1,3,138,282,51,25,87,450,12,3,1,0
2,0,0,36,1,0,0,6,0,7,1,2,0,0,2,0,0,12,10,1,0,2,27,27,43,1083,0,0,1,3,18,54,51,25,47,41,4,0,1,0
2,0,2,38,1,1,0,1,2,5,1,3,0,1,2,3,1,20,6,0,0,2,38,51,43,885,0,0,1,3,54,310,58,25,71,0,13,0,1,0
0,1,1,31,0,1,0,9,0,5,1,3,0,0,1,0,0,38,6,0,4,0,43,66,52,939,0,0,1,3,46,125,56,25,84,1025,31,8,1,0
0,0,1,7,0,0,0,2,1,1,0,6,1,0,2,2,0,45,9,0,1,2,27,27,52,1283,0,0,1,3,63,143,51,25,79,0,13,0,1,0
0,0,1,15,1,1,0,7,0,1,0,8,1,0,1,1,0,36,7,0,3,1,36,51,51,1029,0,0,1,3,172,220,51,25,82,49,0,0,1,0
1,0,0,16,0,0,0,7,1,10,0,5,0,1,1,0,0,33,4,1,5,0,68,125,69,814,0,0,1,3,61,225,51,33,37,784,21,6,0,0
3,0,2,28,0,3,0,9,2,7,1,6,0,0,1,0,0,25,11,0,0,2,33,39,51,1124,21,0,0,3,29,69,46,21,85,235,5,1,2,0
2,0,1,11,1,2,0,3,1,5,0,10,0,1,1,1,0,35,6,1,0,2,17,17,53,1582,0,0,1,3,6,4,51,25,49,18,3,0,1,0
1,1,0,20,0,1,0,7,0,1,1,5,0,1,2,2,2,9,2,1,3,0,73,136,70,783,0,0,1,3,61,335,50,20,88,769,21,6,1,0
0,1,1,34,0,1,0,8,0,11,1,1,0,1,2,1,1,16,3,0,0,0,67,106,51,594,0,0,1,3,81,31,10,25,87,241,5,1,1,0
1,0,1,25,1,3,0,1,0,8,0,5,0,1,1,2,1,10,11,1,0,2,17,17,53,1582,0,0,1,3,95,321,51,25,66,0,13,0,1,0
3,0,0,11,0,3,1,7,0,4,0,11,1,0,0,0,0,4,0,0,2,2,17,17,53,1590,0,0,1,3,35,322,47,25,67,0,13,0,1,0
0,1,0,27,0,1,0,3,0,0,1,13,1,1,0,0,0,39,7,0,2,2,35,43,55,1168,0,0,1,3,71,12,48,25,70,0,13,0,1,0
0,1,0,37,0,2,1,5,0,8,0,10,0,0,1,0,0,41,8,1,0,2,17,17,52,1544,0,0,1,3,4,351,51,25,70,0,13,0,1,0
0,0,1,15,0,1,0,1,0,4,0,3,0,0,3,1,0,23,0,2,0,0,69,110,55,628,0,0,1,3,67,326,51,25,88,612,16,4,1,0
3,0,1,28,0,0,0,0,0,8,0,4,0,0,2,0,0,22,7,1,4,2,66,112,60,748,0,0,1,3,45,49,51,25,88,630,16,5,1,0
0,0,0,21,0,2,0,5,1,3,1,10,0,0,2,2,0,10,4,1,2,1,30,35,46,1075,0,0,1,3,24,26,51,25,81,0,13,0,1,0
1,0,1,4,0,0,1,6,1,10,0,2,0,0,2,2,0,42,4,0,4,2,44,66,51,909,0,0,1,3,47,328,52,25,58,0,13,0,1,0
3,1,1,17,0,2,1,10,1,4,1,4,0,0,2,2,0,28,8,1,4,2,37,54,53,1074,0,0,1,3,45,172,51,25,79,7,13,0,4,0
1,0,1,17,1,2,0,1,0,3,0,2,0,1,0,1,0,22,6,1,2,0,47,81,63,1065,0,0,1,3,105,243,51,25,77,214,4,1,1,0
3,0,0,15,0,3,0,3,0,6,0,0,0,1,2,3,0,21,9,1,3,2,27,27,57,1412,0,0,1,3,22,131,51,25,65,0,13,0,1,0
0,0,1,15,1,0,0,7,0,4,1,5,1,0,1,1,0,43,3,1,1,2,26,26,62,1586,0,0,1,3,30,297,51,25,53,9,5,0,1,0
1,1,0,26,0,2,1,2,1,10,1,6,0,1,1,2,0,27,4,1,5,3,39,61,56,1117,0,0,1,3,13,307,65,25,74,0,13,0,1,0
2,0,0,14,1,0,0,1,2,8,0,6,0,0,3,1,0,24,9,1,0,1,37,50,45,945,0,0,1,3,68,315,57,25,53,0,13,0,1,0
3,0,0,13,0,1,0,1,0,2,0,0,0,0,0,0,0,11,2,1,0,0,71,106,49,543,0,0,1,3,59,328,50,25,88,629,16,4,1,0
3,0,0,15,0,1,0,2,0,2,0,0,0,0,0,0,0,16,3,1,0,0,70,105,49,559,0,0,1,3,54,330,51,25,88,626,16,4,1,0
0,0,1,36,0,0,1,1,0,2,0,9,1,1,1,1,0,36,12,0,3,1,28,28,51,1237,0,0,1,3,29,355,51,25,86,0,13,0,1,0
2,0,1,16,0,0,1,0,1,6,0,3,1,0,2,1,0,24,12,0,5,2,26,26,52,1297,0,0,1,3,39,309,51,25,75,13,10,0,1,0
1,0,1,23,0,3,0,10,2,10,1,4,0,1,0,2,0,7,6,0,0,1,37,54,53,1071,0,0,1,3,37,9,51,25,88,0,13,0,1,0
