Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,TotalSpent_RM,Num_of_Baskets,Day,Time_Of_The_Day,buyDrink,temp,feelslike,dew,humidity,precip,precipprob,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions
indian,female,thin,31.0,yes,young,small,purple,casual,grey,short_sleeve,grey,long,clothes,5,7,yes,27.0,16.0,3.0,Wednesday,Morning,1,32.1,33.1,18.1,43.6,0.0,0.0,,31.7,8.6,34.0,1011.4,89.0,10.0,1000.5,3.6,10.0,Partially cloudy
chinese,female,moderate,37.0,no,toddler,small,red,casual,black,short_sleeve,green,long,blankets,6,8,yes,29.0,10.0,2.0,Saturday,Afternoon,1,31.8,38.0,24.3,64.34,0.0,0.0,,31.7,7.3,314.0,1006.9,89.0,10.9,184.9,0.7,2.0,Partially cloudy
indian,male,fat,20.0,yes,toddler,small,orange,traditional,grey,long sleeve,purple,short,clothes,5,9,no,41.0,16.0,3.0,Sunday,Morning,1,24.9,24.9,23.0,89.24,0.0,0.0,,31.7,4.8,313.0,1012.7,89.0,8.2,0.0,1.3,0.0,Partially cloudy
malay,female,thin,58.0,yes,toddler ,small,green,formal,orange,short_sleeve,yellow,long,clothes,4,10,no,53.0,21.0,1.0,Wednesday,Morning,1,24.8,24.8,23.7,93.28,0.0,0.0,,31.7,2.7,3.0,1012.6,89.0,5.6,194.4,0.7,2.0,Partially cloudy
indian,male,fat,32.0,no,no_kids,small,blue,formal,black ,long sleeve,blue,long,clothes,6,7,no,47.0,17.0,3.0,Wednesday,Morning,1,25.8,25.8,23.8,88.65,0.0,0.0,,31.7,0.0,0.0,1011.0,89.0,6.5,0.0,1.3,0.0,Partially cloudy
chinese,male,fat,47.0,yes,no_kids,small,pink,formal,pink,long sleeve,yellow,long,clothes,5,8,no,44.0,9.0,1.0,Thursday,Morning,1,24.7,24.7,23.1,91.2,0.0,0.0,,31.7,3.4,351.0,1011.3,89.0,7.3,98.3,0.4,1.0,Partially cloudy
foreigner ,female,thin,58.0,yes,no_kids,big,green,traditional,yellow,long sleeve,blue,short,blankets,5,8,yes,57.0,13.0,1.0,Wednesday,Night,1,27.0,30.1,24.0,83.57499999999999,0.0,0.0,,31.7,4.5,170.0,1011.4,89.0,9.1,0.8,1.3,0.0,
foreigner ,male,fat,27.0,no,young,small,orange,formal,grey,long sleeve,brown,short,clothes,5,8,no,58.0,21.0,1.0,Monday,Morning,0,25.0,25.0,24.0,94.19,0.0,0.0,,31.7,5.2,295.0,1011.4,89.0,8.2,0.0,1.3,0.0,Partially cloudy
chinese,male,thin,45.0,no,no_kids,small,red,casual,black ,short_sleeve,blue ,long,clothes,3,10,yes,31.0,9.0,2.0,Sunday,Night,1,26.9,30.4,25.0,89.45,0.0,0.0,,31.7,6.9,91.0,1011.4,89.0,5.6,0.0,1.3,0.0,Partially cloudy
malay,male,fat,58.0,no,no_kids,small,green,formal,yellow,long sleeve,white,long,clothes,3,7,no,42.0,13.0,2.0,Thursday,Afternoon,1,33.1,39.3,23.9,58.48,0.0,0.0,,31.7,7.8,241.0,1011.4,89.0,10.0,866.0,3.1,9.0,Partially cloudy
foreigner ,male,fat,31.0,yes,toddler ,small,red,formal,black ,short_sleeve,yellow,long,blankets,5,7,yes,46.0,21.0,3.0,Thursday,Morning,1,30.1,35.5,24.2,70.81,0.0,0.0,,31.7,8.9,312.0,1012.8,89.0,12.2,714.3,2.6,7.0,Partially cloudy
malay,male,thin,57.0,no,young,big,green,traditional,white,long sleeve,pink,long,clothes,6,9,yes,56.0,20.0,1.0,Friday,Morning,0,28.1,32.0,23.9,77.84,0.0,0.0,,31.7,2.5,65.0,1011.4,89.0,7.3,580.3,2.1,6.0,Partially cloudy
indian,female,moderate,29.0,yes,toddler,small,blue,traditional,yellow,long sleeve,yellow,short,blankets,4,7,yes,34.0,14.0,3.0,Thursday,Evening,1,25.9,25.9,24.9,93.92,0.0,0.0,,31.7,7.3,265.0,1009.1,89.0,8.8,243.5,0.9,2.0,Partially cloudy
indian,female,moderate,20.0,no,toddler ,small,blue,traditional,purple,short_sleeve,brown,short,blankets,6,8,no,28.0,10.0,1.0,Monday,Morning,1,25.1,25.1,24.0,93.54,0.0,0.0,,31.7,1.6,360.0,1011.4,89.0,7.3,0.0,1.3,0.0,Partially cloudy
malay,male,moderate,60.0,no,toddler,big,grey,casual,grey,short_sleeve,black,long,clothes,5,10,no,35.0,13.0,3.0,Wednesday,Morning,0,25.7,25.7,23.8,89.35,0.0,0.0,,31.7,8.4,227.0,1011.4,89.0,7.8,437.6,1.6,4.0,Partially cloudy
foreigner ,female,moderate,28.0,no,no_kids,small,pink,traditional,orange,short_sleeve,grey,short,clothes,4,7,no,16.0,15.0,3.0,Friday,Night,1,27.8,32.3,24.9,84.41,0.0,0.0,,31.7,0.1,11.0,1013.4,89.0,4.4,0.0,1.3,0.0,Partially cloudy
malay,female,moderate,48.0,no,toddler ,small,black,casual,black ,long sleeve,blue  ,short,clothes,5,8,no,41.0,18.0,2.0,Wednesday,Morning,1,26.0,26.0,19.9,69.05,0.0,0.0,,31.7,2.6,12.0,1011.4,89.0,9.1,0.0,1.3,0.0,Partially cloudy
malay,female,moderate,30.0,yes,toddler,small,green,traditional,black,long sleeve,green,long,clothes,6,9,no,50.0,20.0,1.0,Friday,Morning,1,24.2,24.2,22.9,92.19,0.0,0.0,,31.7,2.7,70.0,1011.4,89.0,4.7,46.0,0.2,0.0,Partially cloudy
indian,female,moderate,52.0,no,toddler ,small,pink,formal,orange,short_sleeve,orange,short,blankets,5,7,yes,40.0,9.0,1.0,Wednesday,Morning,1,26.9,29.9,24.0,84.25,0.0,0.0,,31.7,3.4,158.0,1011.4,89.0,8.2,408.6,1.5,4.0,Partially cloudy
foreigner ,female,fat,41.0,no,toddler ,small,orange,traditional,purple,short_sleeve,red,long,clothes,6,9,no,18.0,15.0,1.0,Monday,Morning,1,28.8,33.2,23.9,75.03,0.0,0.0,,31.7,8.9,299.0,1012.1,89.0,11.8,385.4,1.4,4.0,Partially cloudy
malay,female,moderate,39.0,no,toddler ,small,red,formal,purple,short_sleeve,blue ,long,clothes,6,7,yes,20.0,8.0,2.0,Thursday,Evening,1,29.6,33.7,23.1,68.41,0.0,0.0,,31.7,8.5,184.0,1012.2,89.0,10.0,0.0,1.3,0.0,Partially cloudy
foreigner ,male,fat,28.0,yes,toddler,big,pink,traditional,purple,short_sleeve,pink,short,clothes,4,8,yes,25.0,18.0,1.0,Saturday,Morning,1,25.9,25.9,24.9,94.23,0.0,0.0,,31.7,1.8,60.0,1011.4,89.0,9.1,0.0,1.3,0.0,Partially cloudy
foreigner ,male,thin,32.0,no,baby,small,white,casual,red,short_sleeve,blue_jeans,long,blankets,6,9,no,55.0,19.0,3.0,Friday,Afternoon,1,34.0,35.8,19.0,41.2,0.0,0.0,,31.7,12.0,53.0,1012.6,88.4,12.4,942.0,3.4,9.0,Partially cloudy
malay,female,moderate,51.0,yes,baby,big,red,casual,white,long sleeve,black,short,blankets,3,7,no,46.0,15.0,2.0,Thursday,Morning,1,27.1,30.7,24.7,86.41,0.0,0.0,,31.7,3.7,270.0,1011.4,89.0,7.3,483.5,1.7,5.0,Partially cloudy
indian,male,thin,44.0,yes,toddler ,big,pink,formal,pink,long sleeve,purple,long,blankets,6,10,yes,18.0,19.0,2.0,Monday,Morning,1,25.1,25.1,22.9,87.9,0.0,0.0,,31.7,0.6,5.0,1011.4,89.0,9.1,0.0,1.3,0.0,Partially cloudy
malay,female,thin,44.0,no,toddler ,big,black,formal,red,long sleeve,black,short,blankets,3,8,no,55.0,10.0,1.0,Sunday,Morning,1,25.1,25.1,23.7,91.6,0.0,0.0,,31.7,1.1,10.0,1011.4,89.0,4.7,0.0,1.3,0.0,Partially cloudy
chinese,female,fat,22.0,yes,toddler,small,red,formal,pink,long sleeve,purple,short,blankets,5,7,no,14.0,14.0,2.0,Thursday,Morning,0,25.1,25.1,23.8,92.24,0.0,0.0,,31.7,3.1,7.0,1011.4,89.0,9.1,0.0,1.3,0.0,Partially cloudy
indian,female,thin,24.0,no,toddler,big,yellow,casual,pink,short_sleeve,yellow,long,blankets,4,10,no,20.0,14.0,3.0,Monday,Morning,0,30.1,34.5,23.2,66.5,0.0,0.0,,31.7,5.6,356.0,1013.4,89.0,11.8,666.5,2.4,7.0,Partially cloudy
chinese,female,thin,55.0,yes,no_kids,big,pink,traditional,pink,short_sleeve,brown,short,blankets,6,7,no,42.0,19.0,2.0,Saturday,Morning,0,28.0,31.4,23.3,75.52,0.0,0.0,,31.7,2.0,11.0,1011.4,89.0,9.1,0.0,1.3,0.0,Partially cloudy
indian,male,moderate,22.0,yes,no_kids,big,orange,traditional,pink,short_sleeve,yellow,short,blankets,3,7,yes,25.0,17.0,1.0,Wednesday,Evening,1,32.2,39.5,25.0,65.8,0.0,0.0,,31.7,8.2,262.0,1006.7,88.4,11.5,224.4,0.8,2.0,Partially cloudy
foreigner ,female,thin,33.0,no,no_kids,small,brown,casual,black ,short_sleeve,grey,long,blankets,5,9,yes,20.0,10.0,3.0,Wednesday,Evening,1,27.0,30.2,24.1,84.26,0.0,0.0,,31.7,5.0,175.0,1011.4,89.0,10.0,0.0,1.3,0.0,Partially cloudy
chinese,male,moderate,57.0,no,baby,small,brown,traditional,white,short_sleeve,blue_jeans,long,clothes,6,9,yes,28.0,16.0,2.0,Friday,Morning,1,26.7,26.7,23.0,80.41,0.0,0.0,,31.7,5.9,115.0,1011.4,89.0,10.0,0.0,1.3,0.0,Partially cloudy
malay,male,moderate,54.0,no,toddler,big,purple,traditional,black,short_sleeve,grey,short,blankets,6,7,no,59.0,13.0,2.0,Monday,Evening,1,30.9,36.4,24.0,66.82,0.0,0.0,,31.7,10.7,270.0,1011.4,89.0,10.0,1.3,0.0,0.0,Partially cloudy
chinese,male,thin,52.0,no,baby,big,blue,formal,brown,short_sleeve,blue  ,short,blankets,6,7,yes,20.0,16.0,2.0,Monday,Morning,1,26.0,26.0,24.9,93.58,0.0,0.0,,31.7,0.6,8.0,1011.4,89.0,9.1,0.0,1.3,0.0,Partially cloudy
indian,male,fat,24.0,yes,toddler ,small,yellow,traditional,pink,short_sleeve,white,short,blankets,5,8,yes,52.0,15.0,3.0,Thursday,Morning,1,25.9,25.9,21.9,78.63,0.0,0.0,,31.7,0.3,341.0,1011.4,89.0,7.2,0.0,1.3,0.0,Partially cloudy
malay,female,moderate,59.0,no,toddler,big,purple,traditional,orange,short_sleeve,green,short,blankets,4,7,yes,13.0,18.0,2.0,Friday,Morning,1,24.1,24.1,23.0,93.49,0.0,0.0,,31.7,2.2,331.0,1011.4,89.0,9.1,0.0,1.3,0.0,Partially cloudy
malay,female,fat,19.0,yes,no_kids,big,yellow,casual,white,short_sleeve,black,long,clothes,3,10,yes,46.0,19.0,3.0,Sunday,Afternoon,1,30.9,36.5,24.0,66.72,0.0,0.0,,31.7,11.0,253.0,1011.6,89.0,11.0,514.3,1.9,5.0,Partially cloudy
malay,female,thin,29.0,yes,baby,small,yellow,formal,black ,short_sleeve,pink,long,blankets,4,7,yes,56.0,9.0,1.0,Sunday,Evening,0,29.0,33.6,24.0,74.47,0.0,0.0,,31.7,10.5,293.0,1011.4,89.0,9.9,30.5,0.1,0.0,Partially cloudy
chinese,male,moderate,19.0,no,young,small,black,casual,brown,long sleeve,pink,short,clothes,4,8,no,43.0,19.0,2.0,Thursday,Morning,1,27.0,30.1,24.0,83.57499999999999,0.0,0.0,,31.7,4.5,170.0,1011.4,89.0,9.1,0.8,1.3,0.0,
chinese,male,moderate,20.0,yes,no_kids,big,red,traditional,yellow,long sleeve,white,long,clothes,5,9,yes,19.0,17.0,2.0,Monday,Evening,1,26.1,26.1,23.9,87.9,0.093,100.0,rain,31.7,3.8,145.0,1014.0,89.0,9.1,0.0,1.3,0.0,"Rain, Partially cloudy"
indian,female,moderate,46.0,no,toddler,big,pink,formal,brown,long sleeve,white,short,blankets,5,9,yes,17.0,20.0,3.0,Tuesday,Morning,0,26.1,26.1,23.9,87.99,0.0,0.0,,31.7,2.6,345.0,1011.4,89.0,6.3,0.0,1.3,0.0,Partially cloudy
indian,female,fat,56.0,no,toddler ,big,grey,traditional,yellow,short_sleeve,orange,short,clothes,4,7,no,41.0,20.0,2.0,Thursday,Morning,0,24.8,24.8,23.9,94.62,0.0,0.0,,31.7,1.8,322.0,1010.2,89.0,5.6,0.0,1.3,0.0,Partially cloudy
chinese,male,moderate,36.0,no,toddler ,small,yellow,formal,red,short_sleeve,yellow,short,clothes,6,8,no,54.0,8.0,1.0,Monday,Night,1,24.7,24.7,23.7,94.03,0.0,0.0,,31.7,10.0,313.0,1012.5,89.0,7.4,0.0,1.3,0.0,Partially cloudy
chinese,male,thin,33.0,no,toddler,big,pink,casual,green,short_sleeve,red,short,blankets,4,9,yes,14.0,20.0,3.0,Saturday,Evening,1,25.3,25.3,23.1,87.62,4.443,100.0,rain,31.7,3.8,252.0,1012.0,89.0,8.2,0.0,1.3,0.0,"Rain, Partially cloudy"
indian,female,moderate,47.0,no,baby,big,green,formal,white,long sleeve,purple,short,blankets,5,8,no,36.0,9.0,1.0,Tuesday,Night,1,28.0,32.7,25.0,83.79,0.0,0.0,,31.7,1.6,294.0,1011.4,89.0,7.3,0.0,1.3,0.0,Partially cloudy
malay,male,moderate,54.0,yes,young,small,orange,formal,red,short_sleeve,red,short,blankets,3,9,yes,53.0,12.0,3.0,Saturday,Morning,0,27.0,29.2,21.9,73.81,0.0,0.0,,31.7,4.7,41.0,1011.4,89.0,9.1,0.0,1.3,0.0,Partially cloudy
malay,male,thin,45.0,yes,toddler ,big,brown,formal,yellow,short_sleeve,blue ,long,blankets,4,10,yes,32.0,18.0,2.0,Friday,Morning,1,25.0,25.0,24.0,94.19,0.0,0.0,,31.7,0.3,8.0,1011.4,89.0,8.0,0.0,1.3,0.0,Partially cloudy
chinese,male,thin,32.0,no,no_kids,small,grey,formal,white,long sleeve,black ,long,clothes,6,7,yes,15.0,8.0,2.0,Wednesday,Night,1,27.1,31.3,25.6,91.45,0.0,0.0,,31.7,2.4,292.0,1011.3,89.0,6.3,0.0,1.3,0.0,Partially cloudy
foreigner ,female,fat,39.0,no,toddler ,small,purple,casual,blue,long sleeve,white,short,clothes,6,7,yes,51.0,11.0,2.0,Sunday,Evening,1,25.1,25.1,24.1,94.1,15.377,100.0,rain,31.7,3.6,250.0,1010.3,89.0,7.8,0.0,1.3,0.0,"Rain, Partially cloudy"
chinese,male,thin,57.0,yes,baby,small,green,traditional,brown,short_sleeve,blue ,long,clothes,6,8,no,22.0,17.0,3.0,Sunday,Morning,0,25.0,25.0,23.0,88.68,0.0,0.0,,31.7,4.8,313.0,1011.4,89.0,7.3,0.0,1.3,0.0,Partially cloudy
malay,female,fat,21.0,yes,young,small,orange,casual,blue,long sleeve,red,long,clothes,5,7,yes,35.0,9.0,1.0,Wednesday,Night,1,24.9,24.9,21.3,80.35,0.0,0.0,,31.7,0.6,5.0,1012.9,89.0,9.1,0.0,1.3,0.0,Partially cloudy
indian,male,fat,32.0,yes,no_kids,small,black,traditional,purple,short_sleeve,yellow,long,clothes,3,7,no,40.0,14.0,2.0,Tuesday,Morning,1,24.7,24.7,23.7,93.92,0.0,0.0,,31.7,2.1,59.0,1011.6,89.0,9.0,150.6,0.5,2.0,Partially cloudy
malay,female,moderate,46.0,no,no_kids,small,black,traditional,black,short_sleeve,pink,long,clothes,6,7,yes,43.0,7.0,1.0,Wednesday,Morning,0,24.8,24.8,23.3,90.91,0.0,0.0,,31.7,0.2,6.0,1011.4,89.0,6.2,0.0,1.3,0.0,Partially cloudy
malay,female,fat,32.0,no,toddler,small,white,traditional,red,short_sleeve,white,short,clothes,3,10,yes,28.0,14.0,1.0,Tuesday,Morning,1,25.1,25.1,24.0,93.78,0.0,0.0,,31.7,3.9,285.0,1011.4,89.0,10.0,0.0,1.3,0.0,Partially cloudy
chinese,male,moderate,39.0,yes,young,small,brown,traditional,pink,long sleeve,brown,short,blankets,6,9,yes,30.0,15.0,3.0,Tuesday,Morning,1,26.0,26.0,23.9,88.14,0.0,0.0,,31.7,5.4,310.0,1011.4,89.0,6.5,35.5,0.1,0.0,Partially cloudy
foreigner ,male,moderate,58.0,no,toddler ,big,grey,casual,white,long sleeve,black,short,blankets,6,8,no,60.0,11.0,3.0,Tuesday,Morning,1,28.0,32.0,24.1,79.47,0.0,0.0,,31.7,1.8,242.0,1011.4,89.0,10.0,451.6,1.6,5.0,Partially cloudy
foreigner ,male,thin,49.0,yes,young,small,brown,traditional,blue,long sleeve,green,short,clothes,6,8,yes,51.0,13.0,3.0,Monday,Morning,1,29.9,34.9,24.0,70.76,0.0,0.0,,31.7,2.0,3.0,1011.4,89.0,10.0,540.5,1.9,5.0,Partially cloudy
foreigner ,female,thin,49.0,yes,young,small,yellow,traditional,pink,long sleeve,blue  ,long,clothes,3,9,no,46.0,10.0,3.0,Saturday,Morning,1,30.0,32.6,21.1,58.85,0.0,0.0,,31.7,8.1,41.0,1011.4,89.0,10.0,668.5,2.4,7.0,Partially cloudy
indian,male,fat,19.0,yes,toddler,big,brown,casual,black ,long sleeve,blue  ,long,clothes,5,10,no,51.0,9.0,3.0,Friday,Morning,1,30.0,35.0,23.8,69.45,0.0,0.0,,31.7,5.4,128.0,1012.7,88.9,10.0,753.3,2.7,8.0,Partially cloudy
chinese,female,fat,40.0,no,young,small,grey,casual,black ,long sleeve,blue ,short,clothes,6,10,yes,39.0,13.0,2.0,Sunday,Afternoon,1,30.9,35.4,23.1,63.36,0.0,0.0,,31.7,14.1,36.0,1011.4,89.0,10.0,708.0,2.5,7.0,Partially cloudy
malay,male,fat,25.0,yes,toddler ,big,brown,casual,black,long sleeve,yellow,long,clothes,6,9,no,60.0,18.0,3.0,Monday,Morning,1,26.2,26.2,24.9,92.3,0.0,0.0,,31.7,0.6,19.0,1011.4,89.0,10.0,422.5,1.5,4.0,Partially cloudy
indian,female,moderate,52.0,yes,toddler,big,red,casual,red,long sleeve,grey,short,clothes,3,10,yes,34.0,20.0,1.0,Saturday,Morning,1,24.9,24.9,24.9,100.0,0.0,0.0,,31.7,1.8,157.0,1011.4,98.7,3.6,0.0,1.3,0.0,Overcast
indian,female,moderate,25.0,yes,baby,small,orange,traditional,pink,long sleeve,blue,long,blankets,4,10,no,16.0,16.0,3.0,Monday,Morning,1,25.1,25.1,23.9,93.39,0.0,0.0,,31.7,1.8,47.0,1012.4,89.0,7.2,0.0,1.3,0.0,Partially cloudy
malay,male,moderate,19.0,yes,toddler ,small,green,formal,black,long sleeve,orange,long,blankets,4,9,no,60.0,21.0,3.0,Monday,Morning,1,26.0,26.0,23.9,88.14,0.0,0.0,,31.7,5.4,327.0,1011.4,89.0,6.5,0.0,1.3,0.0,Partially cloudy
chinese,female,moderate,44.0,yes,no_kids,big,blue,casual,blue,long sleeve,white,long,blankets,3,9,yes,23.0,20.0,1.0,Monday,Night,0,25.2,25.2,24.1,93.55,0.0,0.0,,31.7,9.6,318.0,1011.4,89.0,5.2,0.0,1.3,0.0,Partially cloudy
indian,male,thin,35.0,yes,young,big,green,traditional,yellow,long sleeve,brown,long,blankets,5,8,yes,32.0,11.0,1.0,Friday,Morning,1,25.0,25.0,22.8,87.89,0.0,0.0,,31.7,8.3,322.0,1013.2,89.0,9.0,0.0,1.3,0.0,Partially cloudy
malay,male,thin,25.0,no,young,small,white,traditional,blue,long sleeve,yellow,long,clothes,4,9,no,28.0,7.0,3.0,Sunday,Morning,1,25.1,25.1,23.9,92.89,0.0,0.0,,31.7,0.4,8.0,1011.4,89.0,7.3,0.0,1.3,0.0,Partially cloudy
foreigner ,male,fat,40.0,yes,toddler ,big,blue,casual,yellow,short_sleeve,black,long,clothes,4,10,yes,29.0,14.0,3.0,Saturday,Morning,1,25.9,25.9,24.0,89.37,0.0,0.0,,31.7,3.2,351.0,1011.4,89.0,9.1,22.6,0.1,0.0,Partially cloudy
malay,female,moderate,55.0,no,toddler,big,orange,formal,yellow,long sleeve,purple,short,clothes,5,8,no,57.0,10.0,1.0,Friday,Morning,1,29.1,33.6,23.8,72.94,0.0,0.0,,31.7,7.8,6.0,1011.4,89.0,10.0,699.5,2.5,7.0,Partially cloudy
indian,female,thin,59.0,no,no_kids,small,orange,traditional,green,short_sleeve,orange,long,clothes,3,9,yes,41.0,14.0,1.0,Tuesday,Afternoon,1,31.2,36.8,24.0,65.55,0.0,0.0,,31.7,16.2,265.0,1011.4,89.0,9.0,453.6,1.6,5.0,Partially cloudy
chinese,male,fat,52.0,no,baby,big,orange,casual,grey,long sleeve,blue_jeans,short,blankets,4,9,yes,44.0,20.0,1.0,Saturday,Morning,1,24.9,24.9,24.9,100.0,0.0,0.0,,31.7,1.8,158.0,1011.4,99.2,3.4,0.0,1.3,0.0,Overcast
foreigner ,male,fat,32.0,no,toddler ,small,green,traditional,blue,short_sleeve,blue_jeans,short,clothes,5,9,yes,43.0,21.0,1.0,Monday,Morning,1,25.0,25.0,23.9,93.54,0.0,0.0,,31.7,0.2,348.0,1011.4,89.0,7.3,0.0,1.3,0.0,Partially cloudy
indian,female,thin,36.0,no,toddler ,small,white,formal,brown,long sleeve,blue  ,short,clothes,4,10,no,18.0,9.0,3.0,Saturday,Night,1,26.0,26.0,24.9,93.58,0.0,0.0,,31.7,5.4,32.0,1011.4,98.7,5.6,0.0,1.3,0.0,Overcast
foreigner ,female,moderate,37.0,yes,toddler,small,yellow,casual,pink,long sleeve,blue ,short,clothes,5,9,no,33.0,16.0,3.0,Wednesday,Morning,0,29.9,35.0,24.1,71.2,0.0,0.0,,31.7,7.4,281.0,1011.4,89.0,10.0,281.8,1.0,3.0,Partially cloudy
indian,male,fat,38.0,no,young,small,green,formal,blue,long sleeve,pink,short,blankets,4,9,no,43.0,18.0,1.0,Monday,Night,1,25.4,25.4,24.2,93.39,0.0,0.0,,31.7,2.0,250.0,1014.7,89.0,10.0,0.0,1.3,0.0,Partially cloudy
malay,male,thin,48.0,yes,toddler,big,orange,casual,pink,long sleeve,blue ,short,clothes,3,9,no,17.0,21.0,3.0,Wednesday,Afternoon,1,35.8,38.8,20.2,40.39,0.0,0.0,,31.7,4.9,29.0,1011.4,89.0,10.0,270.0,1.0,3.0,Partially cloudy
indian,male,thin,28.0,no,toddler,small,yellow,formal,white,short_sleeve,blue  ,long,clothes,6,7,yes,60.0,10.0,2.0,Thursday,Afternoon,1,33.6,41.2,24.8,60.18,0.177,100.0,rain,31.7,7.8,273.0,1009.5,89.0,13.5,801.5,2.9,8.0,"Rain, Partially cloudy"
malay,male,moderate,30.0,yes,toddler,big,purple,traditional,black ,long sleeve,red,long,blankets,3,9,yes,19.0,16.0,1.0,Tuesday,Morning,1,26.1,26.1,23.8,86.79,0.371,100.0,rain,31.7,2.1,347.0,1013.9,89.0,5.4,0.0,1.3,0.0,"Rain, Partially cloudy"
indian,male,fat,51.0,no,no_kids,big,orange,casual,grey,long sleeve,orange,short,blankets,6,9,yes,52.0,15.0,2.0,Friday,Morning,1,25.9,25.9,23.0,83.93,0.0,0.0,,31.7,5.0,322.0,1011.4,89.0,8.1,30.0,0.1,0.0,Partially cloudy
foreigner ,male,fat,34.0,yes,young,small,grey,traditional,yellow,short_sleeve,blue ,short,clothes,4,8,yes,47.0,16.0,1.0,Saturday,Night,1,28.0,31.8,23.8,77.82,0.0,0.0,,31.7,2.5,91.0,1011.4,89.0,9.1,0.0,1.3,0.0,Partially cloudy
chinese,male,moderate,42.0,no,toddler,small,orange,traditional,pink,long sleeve,grey,short,blankets,3,7,yes,50.0,14.0,1.0,Sunday,Afternoon,1,32.8,39.4,24.3,61.32,0.0,0.0,,31.7,8.9,244.0,1011.4,89.0,9.7,269.3,1.0,3.0,Partially cloudy
chinese,female,moderate,24.0,yes,young,big,red,traditional,orange,long sleeve,black,short,blankets,6,8,no,38.0,10.0,2.0,Thursday,Morning,0,26.2,26.2,23.9,86.94,0.0,0.0,,31.7,6.5,320.0,1011.4,89.0,7.3,0.0,1.3,0.0,Partially cloudy
chinese,male,moderate,58.0,no,young,small,brown,formal,green,short_sleeve,blue,long,blankets,6,7,no,50.0,21.0,1.0,Saturday,Night,1,27.0,30.1,24.0,83.57499999999999,0.0,0.0,,31.7,4.5,170.0,1011.4,89.0,9.1,0.8,1.3,0.0,
chinese,female,fat,29.0,yes,toddler ,small,blue,traditional,brown,long sleeve,yellow,long,blankets,3,7,yes,47.0,12.0,3.0,Sunday,Afternoon,1,32.0,38.1,24.1,63.15,0.0,0.0,,31.7,4.1,98.0,1011.4,89.0,10.0,687.8,2.5,7.0,Partially cloudy
chinese,female,moderate,58.0,yes,toddler,small,red,casual,grey,short_sleeve,white,short,clothes,3,10,yes,19.0,9.0,2.0,Monday,Morning,1,24.0,24.0,21.9,87.97,0.0,0.0,,31.7,4.5,338.0,1011.4,89.0,6.5,50.6,0.2,0.0,Partially cloudy
malay,female,fat,40.0,yes,baby,big,purple,formal,black ,short_sleeve,blue_jeans,long,clothes,4,7,yes,58.0,15.0,1.0,Wednesday,Afternoon,1,31.8,36.6,23.1,60.21,0.0,0.0,,31.7,5.2,137.0,1008.8,89.0,12.6,93.9,0.3,1.0,Partially cloudy
indian,male,fat,30.0,yes,no_kids,small,black,casual,green,long sleeve,orange,short,blankets,5,7,yes,52.0,12.0,1.0,Sunday,Afternoon,1,30.9,35.5,23.1,63.04,0.0,0.0,,31.7,14.4,34.0,1011.4,89.0,10.0,708.0,2.5,7.0,Partially cloudy
malay,male,fat,41.0,yes,young,small,green,casual,grey,long sleeve,green,short,clothes,5,9,yes,24.0,7.0,3.0,Tuesday,Morning,1,30.0,33.2,21.9,61.84,0.0,0.0,,31.7,5.6,77.0,1011.4,89.0,10.0,746.8,2.7,7.0,Partially cloudy
foreigner ,male,moderate,33.0,yes,young,small,white,casual,brown,long sleeve,blue  ,short,clothes,3,8,no,22.0,13.0,3.0,Saturday,Evening,1,30.8,35.3,23.1,63.78,0.0,0.0,,31.7,10.5,249.0,1011.4,89.0,10.0,65.5,0.2,1.0,Partially cloudy
foreigner ,female,moderate,22.0,no,baby,big,brown,casual,black ,short_sleeve,blue  ,long,blankets,5,10,yes,25.0,12.0,1.0,Monday,Morning,1,25.0,25.0,23.6,91.91,0.0,0.0,,31.7,0.0,0.0,1012.5,88.4,6.6,213.6,0.8,2.0,Partially cloudy
foreigner ,female,moderate,36.0,no,toddler,big,blue,casual,black,short_sleeve,blue,long,clothes,3,9,yes,27.0,20.0,3.0,Sunday,Evening,1,29.1,32.2,22.1,66.14,0.0,0.0,,31.7,7.4,260.0,1012.5,89.0,10.0,0.0,1.3,0.0,Partially cloudy
malay,male,fat,54.0,no,toddler,big,pink,casual,purple,long sleeve,pink,long,clothes,6,9,no,24.0,7.0,1.0,Wednesday,Afternoon,1,27.0,30.1,24.0,83.57499999999999,0.0,0.0,,31.7,4.5,170.0,1011.4,89.0,9.1,0.8,1.3,0.0,
foreigner ,male,thin,53.0,no,baby,small,grey,traditional,purple,short_sleeve,blue,short,clothes,3,10,yes,45.0,20.0,3.0,Monday,Night,1,24.0,24.0,23.0,94.15,0.0,0.0,,31.7,3.8,68.0,1011.4,98.7,9.0,0.0,1.3,0.0,Overcast
foreigner ,male,thin,59.0,yes,young,small,blue,casual,red,short_sleeve,pink,short,clothes,6,10,no,38.0,14.0,1.0,Thursday,Evening,0,26.0,26.0,25.0,94.23,0.0,0.0,,31.7,3.8,161.0,1011.4,89.0,9.0,59.2,0.2,1.0,Partially cloudy
